Id,mean_speed
-6374252502568484586,31.251665581753056
-8799295196620866305,32.15603607881126
1469047019878392370,32.75164885918932
-5990164307390024437,32.907806394419836
517354936006265391,29.90230905144619
-765955396523966723,29.560592473102552
8667818964325600401,30.965659641527893
-1783236927816160751,27.765156871660736
-572567417453990795,32.586768335178846
-3469142780321588644,32.68758924800114
2083442101763906524,33.080772810125254
-5873178351253076530,30.723547667250337
8397710352572034747,32.749793635525805
9110389029528835918,30.56027263734083
8085140143431397427,33.075276610409645
2652115891570828559,31.029122823158616
-1043378113205642463,33.11467672042535
-8773025741769700376,31.58792857351477
1558850706697676381,30.960857520747325
-8332603950975862627,32.69650141986565
3450782252922507228,27.701336570647683
-5410146516394293697,32.54131488186982
3128536303338934029,30.785419602481603
-3915978034721865110,30.720043981865302
6671851160112238025,30.692326968979884
1183588062430731168,27.859759307927277
-7040037894630181010,32.93008629608112
-8529509308269003619,27.34992360073591
4793109999670910773,32.64955322970467
-190775754592109496,25.504850077226546
362310659879085074,33.04908317235281
-1479022303604489170,32.55538383605547
-3996849937838776036,31.548716914594124
-2312566111186055126,28.441368320228605
6969578892937607377,32.54465854573672
4233185303608522649,29.27448031869941
3167167615418228039,25.428797139717727
-2273699350744602183,30.92610661919329
5436896282431817937,32.55562421466182
758441487413004137,29.060048505144856
7890974719527806384,31.599536161106254
-3768140677586213550,33.10731397655237
6728710084682273587,25.328996689654495
6066992354358504750,30.184651961624915
-8459140936823517857,30.819242236763447
-9133847917802433247,27.8100073016357
-9128011546522770720,30.913165574848577
-4419080150617530943,33.073533822700874
-1089298610600315916,34.13650058288091
-5482419252530403084,30.017260693886378
-8642894132900928018,30.701292746005777
4416339985770739132,30.916309303491552
4418249263545656760,32.406275245999595
4520715484981064458,32.26448828021083
5190847220211480559,30.80082811472775
5885210799307912808,30.27424817871983
7612512495384189047,29.189449305126168
-6165292116658518695,30.828371371577695
238310770073817531,26.25868841937379
1370817892318250140,30.762169522201738
3715219683901469912,33.085892898893604
-424929429315618846,27.196857361266225
-2652451685735030307,25.66354956303655
759735984500880138,30.811934147170277
317813558905049025,32.577505279129696
-3475579307422789288,30.645162659157712
-5420017907270533065,26.490688480143284
-93315391340236844,29.193953294645752
-8223333799103453788,33.08839022982532
2599522545962131288,28.506526657565892
4712252987781476906,30.963000906860607
-3220250252644986890,27.44976423648643
1817435307524891209,27.91005119292933
-7746919327055829349,30.129223730804398
1902693290695675975,26.307129031870538
8232387009582198396,32.850067524980446
8448632536178112004,32.610385484695335
-1833950486006220146,25.523062050023032
-2651773711095001946,25.41362425608162
-2345944512875880270,30.743823004163623
-1376296247283395359,30.478991993236406
6320603640675875404,25.548479729026333
4356812639663757029,27.455572735010133
5270030105816781541,30.135655587188566
2722667687781990889,32.63544888646672
7245531444736694209,26.047415058114773
4376394647455316682,26.214413242410274
-8674085695872614533,32.49391011942854
7815215991298069686,29.814299116155084
-2915899406252144530,30.918420151376687
-2315709889908095175,28.688262981298283
5630713963386510344,33.126106502606106
-1686706810447171297,28.73054640976273
-1530409786140101654,32.75566022344472
3778894532778020266,25.941519309449653
1132639095834438047,32.17393324191133
8538055532911412432,27.867624631065148
7593709305444074144,39.009505306961806
-981834696076428951,32.069594658892036
9082578321772276143,25.72835251701864
8671892947851561450,31.734445699627408
-8003625875087744988,33.118262615428705
4736805051591473708,33.108658426863855
7216596794830362818,28.088895296805564
-4063994195925286439,27.426857147520366
5309055867563132735,33.081466546336664
-4292596269965380885,32.59645557886494
-4140414674412906007,30.964711729707112
5624846008571671330,27.128477799408564
9173995083605825070,35.41455498003016
-5892284505953394856,27.55014194063727
2592504457966672590,32.43912322971924
-2876509568526819902,29.16994054317684
-2459672065971314549,34.21129709700074
-8472893719653687025,31.037606857386255
8685157905697597159,30.91376328080792
-4109621738746182892,33.08258035759516
5371901884748715668,29.379502244649313
234791181366114003,26.490688480143284
-326213412449959383,25.534074406937485
-487660718460732290,30.717465486213136
7658496812328890048,28.86916316325046
-1630149861279543583,30.739483939438458
8441167152590640545,26.320551707277765
7530294965784306938,25.336782303863984
-4338938890102608507,32.7573865117392
436177168254268608,28.08028366107414
-1536370050241986050,30.965363399369792
1239331956351429704,29.857246701117816
1516504259631997291,32.97978502900505
-7774775529058794433,37.83327492247876
-7698567532774198718,33.1030978991469
3321159643553905588,32.90775315739734
175178748491984672,30.804221111820354
-798093355984461409,32.09262858636522
3554622450000570012,37.32276556700644
754264701538987655,32.886977730280336
-2510474163671911221,32.88623191221558
8418181990288903658,33.05555838898318
6124513900464634826,32.92395064081292
6798697522387457541,28.936513569585316
572755493844292964,25.5291462354085
-8087833096022244947,33.10169320182399
-8319406270971193008,30.442146852940823
-6454252548555441288,30.69143235105733
-1007997463898438160,32.557624598692854
-3450084110825413380,30.717676757530313
7993131284090149233,32.94983953869999
8390209597485549084,36.99065220645112
-7702086623711257984,25.78404484236926
-586323999345128136,32.99555600059921
-1006637202178441301,32.89781157419029
-1008809893170890312,26.602801492457463
3805586357374674558,32.66444263684966
6912545874564512031,29.487947692581812
-1414966034174119427,25.731887637229832
493733233918716478,28.539694355332443
4131102757423127954,25.835759729994667
-855321771832309250,34.36374645709912
321925386901303815,30.25058575392046
5368814441771331323,28.700007731559563
-185708285059633257,35.085812063839775
8676096808824685234,34.71276160798113
6391883470281584408,30.302620189881686
2471126920007097365,25.97120801758401
-2786851519031866291,26.038167368854232
1585870100868602410,30.612591481254164
-528337738423360753,29.8096858527295
944531347945728515,25.318518990931143
7292845845550484472,30.956074642036228
1255694603993452658,30.68405154333322
-4925501237692979284,33.12658304976108
5047551394363083363,25.61006413867003
-8533474807224308686,25.50238725207932
-3200553776091908371,25.689509764963642
5106576764430564247,25.345150516605834
-535090874700896276,28.566278470688474
2381972545467888475,28.768583756181595
1716504364928513453,33.071603290068445
-4157983381982466150,25.31641619364007
-1162767033750558589,32.97406532346728
-1683921654714115103,28.831365236993037
6140224324076049888,26.26355319946097
4018271669184641484,33.10421702301533
-1928561035548332128,35.0557128677928
1766861588867065753,26.635236563521303
-4994837216363082927,28.33261382293285
-2006561058258195420,27.831551983718644
6932766582901544237,28.174233479400304
-5607484353463179847,29.09956871089348
-5925442860583026426,33.33176826614197
68325856231047876,33.10974258893897
-7096641112805236685,29.725043306503412
4905677848803490709,33.03048001504545
-1215373784266344054,26.231954659432688
-562977838757382746,26.559456744299148
2594105076037658129,25.833995747122994
